product_name,product_type,clean_ingreds,ingredients_list,num_ingredients,price_idr,price_category,ingreds_text,ingredients_str,cluster,cluster_label
Eve Lom Cleanser 200ml,Cleanser,"['paraffinum liquidum', 'peg-30 lanolin', 'cetearyl alcohol', 'bis-diglyceryl polyacyladipate-2', 'aluminum stearate', 'theobroma cacao extract', 'peg-75 lanolin', 'eugenia', 'humulus lupulus extract', 'chamomilla recutita flower oil', 'eucalyptus globulus', 'bht']","['paraffinum liquidum', 'peg-30 lanolin', 'cetearyl alcohol', 'bis-diglyceryl polyacyladipate-2', 'aluminum stearate', 'theobroma cacao extract', 'peg-75 lanolin', 'eugenia', 'humulus lupulus extract', 'chamomilla recutita flower oil', 'eucalyptus globulus', 'bht']",12,1700000.0,High,paraffinum liquidum peg-30 lanolin cetearyl alcohol bis-diglyceryl polyacyladipate-2 aluminum stearate theobroma cacao extract peg-75 lanolin eugenia humulus lupulus extract chamomilla recutita flower oil eucalyptus globulus bht,paraffinum_liquidum peg-30_lanolin cetearyl_alcohol bis-diglyceryl_polyacyladipate-2 aluminum_stearate theobroma_cacao_extract peg-75_lanolin eugenia humulus_lupulus_extract chamomilla_recutita_flower_oil eucalyptus_globulus bht,1,Hydrating & Anti-Aging
REN Clean Skincare Rosa Centifolia Cleansing Gel,Cleanser,"['rosa damascena', 'aloe barbadenis extract', 'glycerin', 'coco glucoside', 'xanthan gum', 'polysorbate-20', 'panthenol', 'phenoxyethanol', 'sodium lauroyl', 'rosa centifolia flower water', 'rosa damascena', 'parfum', 'pelargonium graveolens extract', 'cymbopogon martini oil', 'geraniol', 'sodium hydroxymethylglycinate', 'lactic acid', 'ethylhexyl glycerin']","['rosa damascena', 'aloe barbadenis extract', 'glycerin', 'coco glucoside', 'xanthan gum', 'polysorbate-20', 'panthenol', 'phenoxyethanol', 'sodium lauroyl', 'rosa centifolia flower water', 'rosa damascena', 'parfum', 'pelargonium graveolens extract', 'cymbopogon martini oil', 'geraniol', 'sodium hydroxymethylglycinate', 'lactic acid', 'ethylhexyl glycerin']",18,360000.0,Medium,rosa damascena aloe barbadenis extract glycerin coco glucoside xanthan gum polysorbate-20 panthenol phenoxyethanol sodium lauroyl rosa centifolia flower water rosa damascena parfum pelargonium graveolens extract cymbopogon martini oil geraniol sodium hydroxymethylglycinate lactic acid ethylhexyl glycerin,rosa_damascena aloe_barbadenis_extract glycerin coco_glucoside xanthan_gum polysorbate-20 panthenol phenoxyethanol sodium_lauroyl rosa_centifolia_flower_water rosa_damascena parfum pelargonium_graveolens_extract cymbopogon_martini_oil geraniol sodium_hydroxymethylglycinate lactic_acid ethylhexyl_glycerin,1,Hydrating & Anti-Aging
Dr Dennis Gross Alpha Beta Pore Perfecting Cleansing Gel 60ml,Cleanser,"['glycerin', 'sodium lauroyl', 'propanediol', 'sodium cocoamphoacetate', 'cocamidopropyl hydroxysultaine', 'disteareth-75 ipdi', 'glycereth-7', 'sodium chloride', 'trisodium ethylenediamine disuccinate', 'castor oil', 'mandelic acid', 'glycolic acid', 'salix alba extract', 'phytic acid', 'potassium azeloyl diglycinate', 'citric acid', 'farnesol', 'barosma betulina leaf extract', 'sodium pca', 'sodium hyaluronate', 'tremella fuciformis extract', 'aloe barbadenis extract', 'bisabolol', 'hydrolyzed soy protein', 'camellia sinensis extract', 'butylene glycol', 'capric triglyceride', 'dimethyl isosorbide', 'alcohol', 'sodium phytate', 'jasminum officinale extract', 'vitis vinifera extract', 'lavandula angustifolia', 'eugenia', 'polyglyceryl-3 laurate', 'peg-7 glyceryl cocoate', 'sodium hydroxide', 'benzoic acid', 'sodium benzoate', 'potassium sorbate', 'phenoxyethanol']","['glycerin', 'sodium lauroyl', 'propanediol', 'sodium cocoamphoacetate', 'cocamidopropyl hydroxysultaine', 'disteareth-75 ipdi', 'glycereth-7', 'sodium chloride', 'trisodium ethylenediamine disuccinate', 'castor oil', 'mandelic acid', 'glycolic acid', 'salix alba extract', 'phytic acid', 'potassium azeloyl diglycinate', 'citric acid', 'farnesol', 'barosma betulina leaf extract', 'sodium pca', 'sodium hyaluronate', 'tremella fuciformis extract', 'aloe barbadenis extract', 'bisabolol', 'hydrolyzed soy protein', 'camellia sinensis extract', 'butylene glycol', 'capric triglyceride', 'dimethyl isosorbide', 'alcohol', 'sodium phytate', 'jasminum officinale extract', 'vitis vinifera extract', 'lavandula angustifolia', 'eugenia', 'polyglyceryl-3 laurate', 'peg-7 glyceryl cocoate', 'sodium hydroxide', 'benzoic acid', 'sodium benzoate', 'potassium sorbate', 'phenoxyethanol']",41,340000.0,Medium,glycerin sodium lauroyl propanediol sodium cocoamphoacetate cocamidopropyl hydroxysultaine disteareth-75 ipdi glycereth-7 sodium chloride trisodium ethylenediamine disuccinate castor oil mandelic acid glycolic acid salix alba extract phytic acid potassium azeloyl diglycinate citric acid farnesol barosma betulina leaf extract sodium pca sodium hyaluronate tremella fuciformis extract aloe barbadenis extract bisabolol hydrolyzed soy protein camellia sinensis extract butylene glycol capric triglyceride dimethyl isosorbide alcohol sodium phytate jasminum officinale extract vitis vinifera extract lavandula angustifolia eugenia polyglyceryl-3 laurate peg-7 glyceryl cocoate sodium hydroxide benzoic acid sodium benzoate potassium sorbate phenoxyethanol,glycerin sodium_lauroyl propanediol sodium_cocoamphoacetate cocamidopropyl_hydroxysultaine disteareth-75_ipdi glycereth-7 sodium_chloride trisodium_ethylenediamine_disuccinate castor_oil mandelic_acid glycolic_acid salix_alba_extract phytic_acid potassium_azeloyl_diglycinate citric_acid farnesol barosma_betulina_leaf_extract sodium_pca sodium_hyaluronate tremella_fuciformis_extract aloe_barbadenis_extract bisabolol hydrolyzed_soy_protein camellia_sinensis_extract butylene_glycol capric_triglyceride dimethyl_isosorbide alcohol sodium_phytate jasminum_officinale_extract vitis_vinifera_extract lavandula_angustifolia eugenia polyglyceryl-3_laurate peg-7_glyceryl_cocoate sodium_hydroxide benzoic_acid sodium_benzoate potassium_sorbate phenoxyethanol,2,Acne & Purifying
La Roche-Posay Cicaplast B5 Anti-Bacterial Cleansing Wash 200ml,Cleanser,"['sodium laureth sulfate', 'panthenol', 'peg-200 hydrogenated glyceryl palmate', 'glycerin', 'cocamidopropyl betaine', 'sodium chloride', 'polysorbate-20', 'peg-7 glyceryl cocoate', 'citric acid', 'cocamide mea', 'copper gluconate', 'manganese gluconate', 'peg-55 propylene glycol oleate', 'castor oil', 'polyquaternium-11', 'ppg-5-ceteth-20', 'propylene glycol', 'prunus amygdalus dulcis', 'sodium benzoate', 'sodium hydroxide', 'zinc gluconate']","['sodium laureth sulfate', 'panthenol', 'peg-200 hydrogenated glyceryl palmate', 'glycerin', 'cocamidopropyl betaine', 'sodium chloride', 'polysorbate-20', 'peg-7 glyceryl cocoate', 'citric acid', 'cocamide mea', 'copper gluconate', 'manganese gluconate', 'peg-55 propylene glycol oleate', 'castor oil', 'polyquaternium-11', 'ppg-5-ceteth-20', 'propylene glycol', 'prunus amygdalus dulcis', 'sodium benzoate', 'sodium hydroxide', 'zinc gluconate']",21,200000.0,Medium,sodium laureth sulfate panthenol peg-200 hydrogenated glyceryl palmate glycerin cocamidopropyl betaine sodium chloride polysorbate-20 peg-7 glyceryl cocoate citric acid cocamide mea copper gluconate manganese gluconate peg-55 propylene glycol oleate castor oil polyquaternium-11 ppg-5-ceteth-20 propylene glycol prunus amygdalus dulcis sodium benzoate sodium hydroxide zinc gluconate,sodium_laureth_sulfate panthenol peg-200_hydrogenated_glyceryl_palmate glycerin cocamidopropyl_betaine sodium_chloride polysorbate-20 peg-7_glyceryl_cocoate citric_acid cocamide_mea copper_gluconate manganese_gluconate peg-55_propylene_glycol_oleate castor_oil polyquaternium-11 ppg-5-ceteth-20 propylene_glycol prunus_amygdalus_dulcis sodium_benzoate sodium_hydroxide zinc_gluconate,2,Acne & Purifying
Caudalie Instant Foaming Cleanser (150ml),Cleanser,"['glycerin', 'sodium cocoyl glutamate', 'cocamidopropyl betaine', 'caprylyl wheat bran/straw glycosides (from wheat bran)', 'sodium chloride', 'citric acid', 'caprylyl glycol', 'parfum', 'cocamidopropyl betaine', 'potassium sorbate', 'sodium methyl cocoyl taurate', 'sodium cocoyl isethionate', 'sodium phytate', 'chamomilla recutita flower oil', 'salvia officinalis', 'vitis vinifera extract', 'sodium benzoate', 'butylphenyl methylpropional', 'linalool', 'citronellol']","['glycerin', 'sodium cocoyl glutamate', 'cocamidopropyl betaine', 'caprylyl wheat bran/straw glycosides (from wheat bran)', 'sodium chloride', 'citric acid', 'caprylyl glycol', 'parfum', 'cocamidopropyl betaine', 'potassium sorbate', 'sodium methyl cocoyl taurate', 'sodium cocoyl isethionate', 'sodium phytate', 'chamomilla recutita flower oil', 'salvia officinalis', 'vitis vinifera extract', 'sodium benzoate', 'butylphenyl methylpropional', 'linalool', 'citronellol']",20,300000.0,Medium,glycerin sodium cocoyl glutamate cocamidopropyl betaine caprylyl wheat bran/straw glycosides (from wheat bran) sodium chloride citric acid caprylyl glycol parfum cocamidopropyl betaine potassium sorbate sodium methyl cocoyl taurate sodium cocoyl isethionate sodium phytate chamomilla recutita flower oil salvia officinalis vitis vinifera extract sodium benzoate butylphenyl methylpropional linalool citronellol,glycerin sodium_cocoyl_glutamate cocamidopropyl_betaine caprylyl_wheat_bran/straw_glycosides_(from_wheat_bran) sodium_chloride citric_acid caprylyl_glycol parfum cocamidopropyl_betaine potassium_sorbate sodium_methyl_cocoyl_taurate sodium_cocoyl_isethionate sodium_phytate chamomilla_recutita_flower_oil salvia_officinalis vitis_vinifera_extract sodium_benzoate butylphenyl_methylpropional linalool citronellol,2,Acne & Purifying
COSRX Low pH Good Morning Cleanser 150ml,Cleanser,"['cocamidopropyl betaine', 'sodium lauroyl', 'polysorbate-20', 'styrax japonicus branch/fruit/leaf extract', 'butylene glycol', 'saccharomyces ferment', 'cryptomeria japonica leaf extract', 'nelumbo nucifera flower extract', 'pinus palustris leaf extract', 'ulmus davidiana root extract', 'oenothera biennis flower extract', 'pueraria lobata extract', 'melaleuca alternifolia leaf extract', 'allantoin', 'caprylyl glycol', 'ethylhexyl glycerin', 'betaine salicylate', 'citric acid', 'ethyl hexanediol', '1,2-hexanediol', 'trisodium ethylenediamine disuccinate', 'sodium benzoate', 'disodium edta']","['cocamidopropyl betaine', 'sodium lauroyl', 'polysorbate-20', 'styrax japonicus branch/fruit/leaf extract', 'butylene glycol', 'saccharomyces ferment', 'cryptomeria japonica leaf extract', 'nelumbo nucifera flower extract', 'pinus palustris leaf extract', 'ulmus davidiana root extract', 'oenothera biennis flower extract', 'pueraria lobata extract', 'melaleuca alternifolia leaf extract', 'allantoin', 'caprylyl glycol', 'ethylhexyl glycerin', 'betaine salicylate', 'citric acid', 'ethyl hexanediol', '1,2-hexanediol', 'trisodium ethylenediamine disuccinate', 'sodium benzoate', 'disodium edta']",23,340000.0,Medium,"cocamidopropyl betaine sodium lauroyl polysorbate-20 styrax japonicus branch/fruit/leaf extract butylene glycol saccharomyces ferment cryptomeria japonica leaf extract nelumbo nucifera flower extract pinus palustris leaf extract ulmus davidiana root extract oenothera biennis flower extract pueraria lobata extract melaleuca alternifolia leaf extract allantoin caprylyl glycol ethylhexyl glycerin betaine salicylate citric acid ethyl hexanediol 1,2-hexanediol trisodium ethylenediamine disuccinate sodium benzoate disodium edta","cocamidopropyl_betaine sodium_lauroyl polysorbate-20 styrax_japonicus_branch/fruit/leaf_extract butylene_glycol saccharomyces_ferment cryptomeria_japonica_leaf_extract nelumbo_nucifera_flower_extract pinus_palustris_leaf_extract ulmus_davidiana_root_extract oenothera_biennis_flower_extract pueraria_lobata_extract melaleuca_alternifolia_leaf_extract allantoin caprylyl_glycol ethylhexyl_glycerin betaine_salicylate citric_acid ethyl_hexanediol 1,2-hexanediol trisodium_ethylenediamine_disuccinate sodium_benzoate disodium_edta",2,Acne & Purifying
Aesop Amazing Face Cleanser 200ml,Cleanser,"['cocamidopropyl betaine', 'maris sal', 'glycerin', 'citrus tangerina extract', 'lavandula angustifolia', 'cananga odorata flower oil', 'magnesium nitrate', 'magnesium chloride', 'sodium laureth sulfate', 'polysorbate-20', 'methylchloroisothiazolinone', 'methylisothiazolinone']","['cocamidopropyl betaine', 'maris sal', 'glycerin', 'citrus tangerina extract', 'lavandula angustifolia', 'cananga odorata flower oil', 'magnesium nitrate', 'magnesium chloride', 'sodium laureth sulfate', 'polysorbate-20', 'methylchloroisothiazolinone', 'methylisothiazolinone']",12,700000.0,High,cocamidopropyl betaine maris sal glycerin citrus tangerina extract lavandula angustifolia cananga odorata flower oil magnesium nitrate magnesium chloride sodium laureth sulfate polysorbate-20 methylchloroisothiazolinone methylisothiazolinone,cocamidopropyl_betaine maris_sal glycerin citrus_tangerina_extract lavandula_angustifolia cananga_odorata_flower_oil magnesium_nitrate magnesium_chloride sodium_laureth_sulfate polysorbate-20 methylchloroisothiazolinone methylisothiazolinone,2,Acne & Purifying
philosophy Purity One-Step Facial Cleanser 480ml,Cleanser,"['sodium lauroamphoacetate', 'sodium trideceth sulfate', 'limnanthes alba seed oil', 'coco-glucoside', 'coconut alcohol', 'peg-120 methyl glucose dioleate', 'glycerin', 'phenoxyethanol', 'carbomer', 'isopropyl alcohol', 'polysorbate-20', 'chlorphenesin', 'citric acid', 'parfum', 'ethylhexyl glycerin', 'sodium hydroxide', 'xanthan gum', 'linalool', 'tocopherol', 'ci 19140']","['sodium lauroamphoacetate', 'sodium trideceth sulfate', 'limnanthes alba seed oil', 'coco-glucoside', 'coconut alcohol', 'peg-120 methyl glucose dioleate', 'glycerin', 'phenoxyethanol', 'carbomer', 'isopropyl alcohol', 'polysorbate-20', 'chlorphenesin', 'citric acid', 'parfum', 'ethylhexyl glycerin', 'sodium hydroxide', 'xanthan gum', 'linalool', 'tocopherol', 'ci 19140']",20,600000.0,High,sodium lauroamphoacetate sodium trideceth sulfate limnanthes alba seed oil coco-glucoside coconut alcohol peg-120 methyl glucose dioleate glycerin phenoxyethanol carbomer isopropyl alcohol polysorbate-20 chlorphenesin citric acid parfum ethylhexyl glycerin sodium hydroxide xanthan gum linalool tocopherol ci 19140,sodium_lauroamphoacetate sodium_trideceth_sulfate limnanthes_alba_seed_oil coco-glucoside coconut_alcohol peg-120_methyl_glucose_dioleate glycerin phenoxyethanol carbomer isopropyl_alcohol polysorbate-20 chlorphenesin citric_acid parfum ethylhexyl_glycerin sodium_hydroxide xanthan_gum linalool tocopherol ci_19140,2,Acne & Purifying
VICHY Normaderm Deep Cleansing Purifying Gel 200ml,Cleanser,"['cocamidopropyl betaine', 'propanediol', 'peg-120 methyl glucose dioleate', 'sodium chloride', 'sodium cocoyl glycinate', 'dipropylene glycol', 'zinc gluconate', 'salicylic acid', 'bifida ferment lysate', 'sodium hydroxide', 'sodium benzoate', 'phenoxyethanol', 'copper gluconate', 'caprylyl glycol', 'tetrasodium glutamate diacetate', 'parfum']","['cocamidopropyl betaine', 'propanediol', 'peg-120 methyl glucose dioleate', 'sodium chloride', 'sodium cocoyl glycinate', 'dipropylene glycol', 'zinc gluconate', 'salicylic acid', 'bifida ferment lysate', 'sodium hydroxide', 'sodium benzoate', 'phenoxyethanol', 'copper gluconate', 'caprylyl glycol', 'tetrasodium glutamate diacetate', 'parfum']",16,260000.0,Medium,cocamidopropyl betaine propanediol peg-120 methyl glucose dioleate sodium chloride sodium cocoyl glycinate dipropylene glycol zinc gluconate salicylic acid bifida ferment lysate sodium hydroxide sodium benzoate phenoxyethanol copper gluconate caprylyl glycol tetrasodium glutamate diacetate parfum,cocamidopropyl_betaine propanediol peg-120_methyl_glucose_dioleate sodium_chloride sodium_cocoyl_glycinate dipropylene_glycol zinc_gluconate salicylic_acid bifida_ferment_lysate sodium_hydroxide sodium_benzoate phenoxyethanol copper_gluconate caprylyl_glycol tetrasodium_glutamate_diacetate parfum,2,Acne & Purifying
NIP+FAB Teen Skin Fix Pore Blaster Day Wash 145ml,Cleanser,"['sodium laureth sulfate', 'sodium chloride', 'cocamidopropyl betaine', 'glycerin', 'disodium edta', 'disodium phosphate', 'castor oil', 'phenoxyethanol', 'benzyl alcohol', 'parfum', 'coconut acid', 'allantoin', 'lactobacillus', 'niacinamide', 'panthenol', 'tocopheryl acetate', 'zinc gluconate', 'benzyl salicylate', 'dehydroacetic acid', 'sodium hydroxide', 'citric acid']","['sodium laureth sulfate', 'sodium chloride', 'cocamidopropyl betaine', 'glycerin', 'disodium edta', 'disodium phosphate', 'castor oil', 'phenoxyethanol', 'benzyl alcohol', 'parfum', 'coconut acid', 'allantoin', 'lactobacillus', 'niacinamide', 'panthenol', 'tocopheryl acetate', 'zinc gluconate', 'benzyl salicylate', 'dehydroacetic acid', 'sodium hydroxide', 'citric acid']",21,139800.0,Low,sodium laureth sulfate sodium chloride cocamidopropyl betaine glycerin disodium edta disodium phosphate castor oil phenoxyethanol benzyl alcohol parfum coconut acid allantoin lactobacillus niacinamide panthenol tocopheryl acetate zinc gluconate benzyl salicylate dehydroacetic acid sodium hydroxide citric acid,sodium_laureth_sulfate sodium_chloride cocamidopropyl_betaine glycerin disodium_edta disodium_phosphate castor_oil phenoxyethanol benzyl_alcohol parfum coconut_acid allantoin lactobacillus niacinamide panthenol tocopheryl_acetate zinc_gluconate benzyl_salicylate dehydroacetic_acid sodium_hydroxide citric_acid,2,Acne & Purifying
Clinique Liquid Facial Soap Oily Skin Formula 200ml,Cleanser,"['sodium laureth sulfate', 'lauramidopropyl betaine', 'cocamidopropyl hydroxysultaine', 'sodium chloride', 'sodium cocoyl sarcosinate', 'tea-cocoyl glutamate', 'butylene glycol', 'aloe barbadenis extract', 'peg-120 methyl glucose dioleate', 'sucrose', 'menthol', 'hexylene glycol', 'polyquaternium-7', 'laureth-2', 'caprylyl glycol', 'sodium sulfonate', 'edta', 'disodium edta', 'phenoxyethanol']","['sodium laureth sulfate', 'lauramidopropyl betaine', 'cocamidopropyl hydroxysultaine', 'sodium chloride', 'sodium cocoyl sarcosinate', 'tea-cocoyl glutamate', 'butylene glycol', 'aloe barbadenis extract', 'peg-120 methyl glucose dioleate', 'sucrose', 'menthol', 'hexylene glycol', 'polyquaternium-7', 'laureth-2', 'caprylyl glycol', 'sodium sulfonate', 'edta', 'disodium edta', 'phenoxyethanol']",19,350000.0,Medium,sodium laureth sulfate lauramidopropyl betaine cocamidopropyl hydroxysultaine sodium chloride sodium cocoyl sarcosinate tea-cocoyl glutamate butylene glycol aloe barbadenis extract peg-120 methyl glucose dioleate sucrose menthol hexylene glycol polyquaternium-7 laureth-2 caprylyl glycol sodium sulfonate edta disodium edta phenoxyethanol,sodium_laureth_sulfate lauramidopropyl_betaine cocamidopropyl_hydroxysultaine sodium_chloride sodium_cocoyl_sarcosinate tea-cocoyl_glutamate butylene_glycol aloe_barbadenis_extract peg-120_methyl_glucose_dioleate sucrose menthol hexylene_glycol polyquaternium-7 laureth-2 caprylyl_glycol sodium_sulfonate edta disodium_edta phenoxyethanol,2,Acne & Purifying
Clinique Rinse-Off Foaming Cleanser 150ml,Cleanser,"['potassium myristate', 'glycerin', 'potassium behenate', 'sodium methyl cocoyl taurate', 'potassium palmitate', 'potassium laurate', 'potassium stearate', 'peg-3 distearate', 'cholesteryl hydroxystearate', 'butylene glycol', 'sodium hyaluronate', 'trisodium edta', 'disodium edta', 'phenoxyethanol', 'ci 60725', 'ci 14700']","['potassium myristate', 'glycerin', 'potassium behenate', 'sodium methyl cocoyl taurate', 'potassium palmitate', 'potassium laurate', 'potassium stearate', 'peg-3 distearate', 'cholesteryl hydroxystearate', 'butylene glycol', 'sodium hyaluronate', 'trisodium edta', 'disodium edta', 'phenoxyethanol', 'ci 60725', 'ci 14700']",16,350000.0,Medium,potassium myristate glycerin potassium behenate sodium methyl cocoyl taurate potassium palmitate potassium laurate potassium stearate peg-3 distearate cholesteryl hydroxystearate butylene glycol sodium hyaluronate trisodium edta disodium edta phenoxyethanol ci 60725 ci 14700,potassium_myristate glycerin potassium_behenate sodium_methyl_cocoyl_taurate potassium_palmitate potassium_laurate potassium_stearate peg-3_distearate cholesteryl_hydroxystearate butylene_glycol sodium_hyaluronate trisodium_edta disodium_edta phenoxyethanol ci_60725 ci_14700,1,Hydrating & Anti-Aging
Avène Gentle Milk Cleanser,Cleanser,"['paraffinum liquidum', 'propylene glycol', 'peg-6 stearate', 'peg-32 stearate', 'butylparaben', 'carbomer', 'parfum', 'phenoxyethanol', 'propylene glycol stearate se', 'sodium hyaluronate', 'stearic acid', 'triethanolamine', 'trisodium edta']","['paraffinum liquidum', 'propylene glycol', 'peg-6 stearate', 'peg-32 stearate', 'butylparaben', 'carbomer', 'parfum', 'phenoxyethanol', 'propylene glycol stearate se', 'sodium hyaluronate', 'stearic acid', 'triethanolamine', 'trisodium edta']",13,230000.0,Medium,paraffinum liquidum propylene glycol peg-6 stearate peg-32 stearate butylparaben carbomer parfum phenoxyethanol propylene glycol stearate se sodium hyaluronate stearic acid triethanolamine trisodium edta,paraffinum_liquidum propylene_glycol peg-6_stearate peg-32_stearate butylparaben carbomer parfum phenoxyethanol propylene_glycol_stearate_se sodium_hyaluronate stearic_acid triethanolamine trisodium_edta,1,Hydrating & Anti-Aging
Bulldog Sensitive Face Wash 150ml,Cleanser,"['cocamidopropyl betaine', 'coco-glucoside', 'glycerin', 'sodium lauroyl', 'acrylates/c10-30 alkyl', 'phenoxyethanol', 'sodium chloride', 'benzoic acid', 'dehydroacetic acid', 'adansonia digitata seed oil', 'avena sativa kernel extract', 'triticum vulgare bran extract', 'epilobium angustifolium extract', 'sodium metabisulfite', 'tocopherol', 'sodium hydroxide']","['cocamidopropyl betaine', 'coco-glucoside', 'glycerin', 'sodium lauroyl', 'acrylates/c10-30 alkyl', 'phenoxyethanol', 'sodium chloride', 'benzoic acid', 'dehydroacetic acid', 'adansonia digitata seed oil', 'avena sativa kernel extract', 'triticum vulgare bran extract', 'epilobium angustifolium extract', 'sodium metabisulfite', 'tocopherol', 'sodium hydroxide']",16,67600.0,Low,cocamidopropyl betaine coco-glucoside glycerin sodium lauroyl acrylates/c10-30 alkyl phenoxyethanol sodium chloride benzoic acid dehydroacetic acid adansonia digitata seed oil avena sativa kernel extract triticum vulgare bran extract epilobium angustifolium extract sodium metabisulfite tocopherol sodium hydroxide,cocamidopropyl_betaine coco-glucoside glycerin sodium_lauroyl acrylates/c10-30_alkyl phenoxyethanol sodium_chloride benzoic_acid dehydroacetic_acid adansonia_digitata_seed_oil avena_sativa_kernel_extract triticum_vulgare_bran_extract epilobium_angustifolium_extract sodium_metabisulfite tocopherol sodium_hydroxide,2,Acne & Purifying
Garnier Micellar Gel Face Wash Sensitive Skin 200ml,Cleanser,"['glycerin', 'peg-200 hydrogenated glyceryl palmate', 'cocamidopropyl betaine', 'sodium laureth sulfate', 'polysorbate-20', 'peg-7 glyceryl cocoate', 'citric acid', 'cocamide mea', 'peg-55 propylene glycol oleate', 'polyquaternium-11', 'ppg-5-ceteth-20', 'propylene glycol', 'sodium benzoate', 'sodium chloride', 'sodium hydroxide']","['glycerin', 'peg-200 hydrogenated glyceryl palmate', 'cocamidopropyl betaine', 'sodium laureth sulfate', 'polysorbate-20', 'peg-7 glyceryl cocoate', 'citric acid', 'cocamide mea', 'peg-55 propylene glycol oleate', 'polyquaternium-11', 'ppg-5-ceteth-20', 'propylene glycol', 'sodium benzoate', 'sodium chloride', 'sodium hydroxide']",15,79800.0,Low,glycerin peg-200 hydrogenated glyceryl palmate cocamidopropyl betaine sodium laureth sulfate polysorbate-20 peg-7 glyceryl cocoate citric acid cocamide mea peg-55 propylene glycol oleate polyquaternium-11 ppg-5-ceteth-20 propylene glycol sodium benzoate sodium chloride sodium hydroxide,glycerin peg-200_hydrogenated_glyceryl_palmate cocamidopropyl_betaine sodium_laureth_sulfate polysorbate-20 peg-7_glyceryl_cocoate citric_acid cocamide_mea peg-55_propylene_glycol_oleate polyquaternium-11 ppg-5-ceteth-20 propylene_glycol sodium_benzoate sodium_chloride sodium_hydroxide,2,Acne & Purifying
Sukin Foaming Facial Cleanser (125ml),Cleanser,"['aloe barbadenis extract', 'sesamium indicum seed oil', 'cetearyl alcohol', 'glycerin', 'cetyl alcohol', 'ceteareth 20', 'rosa canina flower oil', 'theobroma cacao extract', 'butyrospermum parkii', 'simmondsia chinensis leaf extract', 'persea gratissima oil', 'triticum vulgare bran extract', 'tocopherol', 'equisetum arvense extract', 'arctium lappa root extract', 'urtica dioica extract', 'citrus tangerina extract', 'citrus nobilis oil', 'lavandula angustifolia', 'vanillin', 'vanilla planifolia extract', 'phenoxyethanol', 'benzyl alcohol', 'limonene', 'linalool']","['aloe barbadenis extract', 'sesamium indicum seed oil', 'cetearyl alcohol', 'glycerin', 'cetyl alcohol', 'ceteareth 20', 'rosa canina flower oil', 'theobroma cacao extract', 'butyrospermum parkii', 'simmondsia chinensis leaf extract', 'persea gratissima oil', 'triticum vulgare bran extract', 'tocopherol', 'equisetum arvense extract', 'arctium lappa root extract', 'urtica dioica extract', 'citrus tangerina extract', 'citrus nobilis oil', 'lavandula angustifolia', 'vanillin', 'vanilla planifolia extract', 'phenoxyethanol', 'benzyl alcohol', 'limonene', 'linalool']",25,159000.0,Medium,aloe barbadenis extract sesamium indicum seed oil cetearyl alcohol glycerin cetyl alcohol ceteareth 20 rosa canina flower oil theobroma cacao extract butyrospermum parkii simmondsia chinensis leaf extract persea gratissima oil triticum vulgare bran extract tocopherol equisetum arvense extract arctium lappa root extract urtica dioica extract citrus tangerina extract citrus nobilis oil lavandula angustifolia vanillin vanilla planifolia extract phenoxyethanol benzyl alcohol limonene linalool,aloe_barbadenis_extract sesamium_indicum_seed_oil cetearyl_alcohol glycerin cetyl_alcohol ceteareth_20 rosa_canina_flower_oil theobroma_cacao_extract butyrospermum_parkii simmondsia_chinensis_leaf_extract persea_gratissima_oil triticum_vulgare_bran_extract tocopherol equisetum_arvense_extract arctium_lappa_root_extract urtica_dioica_extract citrus_tangerina_extract citrus_nobilis_oil lavandula_angustifolia vanillin vanilla_planifolia_extract phenoxyethanol benzyl_alcohol limonene linalool,0,Exfoliating & Brightening
